0,1,2
0.969999999999999,0.0,2.6265456676483154
3.36999999999999,1.0,2.62654972076416
2.17,0.0,2.626556158065796
1.75,1.0,2.626569986343384
2.01,0.0,2.6265554428100586
0.75,0.0,2.6265454292297363
0.109999999999999,1.0,2.6265480518341064
2.80999999999999,0.0,2.6265501976013184
1.59,0.0,2.626544952392578
0.109999999999999,0.0,2.6265358924865723
1.36,0.0,2.6265549659729004
1.75,1.0,2.6265547275543213
0.989999999999995,1.0,2.6265623569488525
0.140000000000001,1.0,2.6265275478363037
2.31999999999999,0.0,2.6265408992767334
1.11,0.0,2.6265411376953125
1.52,0.0,2.626544713973999
1.78,0.0,2.6265623569488525
2.48,1.0,2.626556158065796
1.97,1.0,2.6265480518341064
1.39,0.0,2.6265676021575928
0.109999999999999,1.0,2.6265361309051514
1.12,1.0,2.626572608947754
0.400000000000006,1.0,2.6265554428100586
1.31,1.0,2.6265571117401123
2.42999999999999,0.0,2.626549005508423
1.7,1.0,2.6265511512756348
2.69,0.0,2.626563787460327
2.5,1.0,2.626559257507324
1.59999999999999,1.0,2.6265509128570557
2.74,0.0,2.626560926437378
3.97,0.0,2.6265511512756348
0.219999999999999,1.0,2.626558542251587
1.39,0.0,2.6265525817871094
0.920000000000002,1.0,2.6265578269958496
0.170000000000002,1.0,2.6265437602996826
0.549999999999997,1.0,2.6265571117401123
0.0799999999999983,0.0,2.6265616416931152
1.45,1.0,2.6265714168548584
2.51,0.0,2.626539707183838
0.279999999999994,1.0,2.626553773880005
2.05000000000001,0.0,2.626556396484375
0.039999999999992,1.0,2.6265690326690674
5.40000000000001,0.0,2.6265549659729004
4.64,0.0,2.6265523433685303
1.69,0.0,2.6265487670898438
1.75,1.0,2.626534938812256
1.45,1.0,2.6265437602996826
1.77,1.0,2.6265532970428467
0.239999999999995,1.0,2.626549243927002
3.79000000000001,0.0,2.62654972076416
0.0399999999999991,0.0,2.6265463829040527
0.980000000000004,0.0,2.626530408859253
1.13,0.0,2.6265594959259033
0.340000000000003,1.0,2.6265571117401123
0.5,1.0,2.626547336578369
0.579999999999998,1.0,2.62654709815979
0.990000000000009,0.0,2.626549005508423
2.43000000000001,0.0,2.626560688018799
2.10000000000001,0.0,2.6265439987182617
0.950000000000003,1.0,2.6265511512756348
0.640000000000001,1.0,2.6265814304351807
1.13,0.0,2.6265475749969482
1.76,1.0,2.6265461444854736
2.45999999999999,0.0,2.6265525817871094
3.47000000000001,0.0,2.626537322998047
0.289999999999992,0.0,2.626556158065796
2.47,0.0,2.626553773880005
0.569999999999993,1.0,2.6265621185302734
0.109999999999999,1.0,2.6265697479248047
2.84,1.0,2.6265950202941895
0.640000000000001,1.0,2.626560688018799
0.299999999999997,1.0,2.6265439987182617
0.109999999999999,1.0,2.6265554428100586
0.910000000000004,0.0,2.6265511512756348
0.0700000000000074,1.0,2.626556396484375
5.02,0.0,2.6265525817871094
1.6,0.0,2.626539945602417
1.32,1.0,2.6265623569488525
1.33,0.0,2.6265599727630615
0.420000000000002,1.0,2.626542806625366
