0,1,2
2.84999999999999,1.0,1.0158783197402954
0.450000000000003,1.0,1.0158494710922241
2.55,0.0,1.0158817768096924
0.899999999999999,1.0,1.0158638954162598
2.27000000000001,0.0,1.0158344507217407
1.75,1.0,1.0158969163894653
3.79000000000001,0.0,1.0158851146697998
0.0800000000000054,1.0,1.0158483982086182
0.240000000000009,1.0,1.0159175395965576
0.0799999999999983,1.0,1.0159010887145996
1.73,0.0,1.0158811807632446
1.54000000000001,0.0,1.0158814191818237
0.560000000000002,1.0,1.0159156322479248
0.32,1.0,1.0159120559692383
1.69,0.0,1.0158939361572266
3.1,0.0,1.0158956050872803
1.14,0.0,1.015902042388916
0.0300000000000011,1.0,1.0157897472381592
0.810000000000002,0.0,1.0159536600112915
1.3,0.0,1.0158900022506714
0.459999999999994,1.0,1.0158522129058838
0.579999999999998,1.0,1.0159372091293335
3.84999999999999,0.0,1.015915870666504
0.939999999999998,0.0,1.0158830881118774
0.93,1.0,1.01595139503479
1.86,1.0,1.0159109830856323
0.0799999999999983,1.0,1.0159283876419067
4.3,0.0,1.0158817768096924
1.32,1.0,1.0159590244293213
2.22,0.0,1.01590096950531
0.5,0.0,1.0159106254577637
0.320000000000007,1.0,1.0159645080566406
0.539999999999992,0.0,1.0159149169921875
3.34,0.0,1.0158220529556274
0.0300000000000011,1.0,1.0159116983413696
1.01000000000001,0.0,1.015905499458313
1.5,1.0,1.015947699546814
1.41,0.0,1.0159080028533936
3.44,0.0,1.0159907341003418
0.109999999999999,1.0,1.0159568786621094
1.81,1.0,1.0159521102905273
4.76,0.0,1.0158437490463257
1.10000000000001,1.0,1.0158940553665161
4.5,0.0,1.0159032344818115
3.77,0.0,1.0159341096878052
2.02999999999999,0.0,1.0158874988555908
0.280000000000001,1.0,1.015885353088379
4.2,1.0,1.0158838033676147
2.09,0.0,1.0159344673156738
0.910000000000004,1.0,1.0158767700195312
1.66000000000001,0.0,1.0159156322479248
1.06999999999999,1.0,1.0158777236938477
0.140000000000001,1.0,1.015925645828247
0.13000000000001,0.0,1.015850305557251
2.16,0.0,1.0158336162567139
4.49000000000001,0.0,1.0159589052200317
5.06,1.0,1.015913963317871
1.45,1.0,1.015883207321167
2.03,0.0,1.015926480293274
2.56,0.0,1.0159649848937988
2.09,1.0,1.0158827304840088
1.42999999999999,1.0,1.0159109830856323
2.39,0.0,1.0159046649932861
0.400000000000006,1.0,1.015934705734253
6.55,0.0,1.0159177780151367
1.74,0.0,1.0159518718719482
2.87,0.0,1.0158694982528687
3.05,0.0,1.0159025192260742
0.210000000000008,1.0,1.015852928161621
1.09999999999999,0.0,1.0159209966659546
1.3,1.0,1.0159461498260498
1.49,0.0,1.0158244371414185
5.02,0.0,1.015885353088379
4.63000000000001,0.0,1.0158929824829102
0.420000000000002,0.0,1.015889048576355
0.919999999999995,0.0,1.015883207321167
1.17,0.0,1.0158350467681885
1.12,0.0,1.0158417224884033
2.48,0.0,1.0158823728561401
0.969999999999999,1.0,1.015913963317871
3.42,0.0,1.0158491134643555
1.13,0.0,1.0158648490905762
0.0100000000000051,1.0,1.0159764289855957
1.52,1.0,1.0159012079238892
1.04000000000001,0.0,1.0159207582473755
3.74,1.0,1.0159169435501099
0.399999999999999,1.0,1.0159276723861694
1.1,1.0,1.015963077545166
5.49,1.0,1.0158673524856567
2.13999999999999,1.0,1.015875220298767
2.61,0.0,1.0159022808074951
1.53,0.0,1.0159099102020264
1.56999999999999,0.0,1.0158905982971191
0.339999999999989,1.0,1.0159145593643188
1.3,0.0,1.0158936977386475
3.79,1.0,1.0159064531326294
1.59999999999999,0.0,1.015975832939148
2.09,1.0,1.0158239603042603
1.44,1.0,1.0158051252365112
0.980000000000004,1.0,1.015970230102539
0.0499999999999972,1.0,1.0159059762954712
3.02,0.0,1.0158801078796387
3.34,0.0,1.015895962715149
1.18,0.0,1.0158575773239136
1.45,1.0,1.0159121751785278
0.890000000000001,0.0,1.0159612894058228
4.11,0.0,1.0158483982086182
2.52,0.0,1.015900731086731
0.370000000000005,1.0,1.0159434080123901
0.769999999999996,1.0,1.0159207582473755
1.03,0.0,1.0159062147140503
0.950000000000003,1.0,1.0159106254577637
1.29,0.0,1.015811800956726
0.859999999999999,0.0,1.0159002542495728
0.609999999999999,1.0,1.01593816280365
0.490000000000002,1.0,1.0158271789550781
4.34999999999999,0.0,1.01595139503479
1.1,1.0,1.0159724950790405
0.959999999999994,0.0,1.0159236192703247
3.88000000000001,0.0,1.015906572341919
0.769999999999996,1.0,1.0158017873764038
0.429999999999993,1.0,1.0158913135528564
0.539999999999992,1.0,1.015851378440857
1.23,1.0,1.0158501863479614
0.469999999999999,0.0,1.0159235000610352
1.99000000000001,0.0,1.0159188508987427
1.35,0.0,1.0159705877304077
1.28,0.0,1.015928030014038
3.84,0.0,1.015892505645752
5.67,0.0,1.015883207321167
0.840000000000003,1.0,1.0159496068954468
0.25,1.0,1.0160026550292969
4.69,0.0,1.0158666372299194
0.150000000000006,0.0,1.0159921646118164
3.98,0.0,1.015881896018982
2.12,1.0,1.0158997774124146
0.980000000000004,0.0,1.0158811807632446
2.23,0.0,1.0159480571746826
0.25,1.0,1.0159071683883667
0.239999999999995,1.0,1.0158770084381104
3.45,0.0,1.0159573554992676
