epoch,train_loss,test_loss
2.0,51.8758544921875,51.604583740234375
3.0,51.76453399658203,51.49958419799805
4.0,51.62431716918945,51.355560302734375
5.0,51.5076904296875,51.247222900390625
6.0,51.397621154785156,51.131107330322266
7.0,51.25151443481445,50.98563766479492
8.0,51.147743225097656,50.88743209838867
9.0,51.03178024291992,50.76598358154297
10.0,50.901527404785156,50.638023376464844
11.0,50.79606246948242,50.53339767456055
12.0,50.66518020629883,50.402591705322266
13.0,50.564186096191406,50.30206298828125
14.0,50.46240997314453,50.20353317260742
15.0,50.344947814941406,50.083839416503906
16.0,50.22999572753906,49.972320556640625
17.0,50.107627868652344,49.850929260253906
18.0,50.01625442504883,49.75928497314453
19.0,49.89018630981445,49.629554748535156
20.0,49.77606964111328,49.514793395996094
21.0,49.646671295166016,49.38865280151367
22.0,49.57764434814453,49.31911849975586
23.0,49.43406677246094,49.1773681640625
24.0,49.36305236816406,49.10674285888672
25.0,49.24408721923828,48.98297882080078
26.0,49.135459899902344,48.8779182434082
27.0,49.015357971191406,48.756168365478516
28.0,48.903419494628906,48.64417266845703
29.0,48.791378021240234,48.536354064941406
30.0,48.69635772705078,48.438087463378906
31.0,48.5947151184082,48.340919494628906
32.0,48.514244079589844,48.26184844970703
33.0,48.3787956237793,48.122718811035156
34.0,48.27968215942383,48.02206802368164
35.0,48.1950798034668,47.942100524902344
36.0,48.08966064453125,47.833778381347656
37.0,47.973915100097656,47.71944046020508
38.0,47.90203094482422,47.65045166015625
39.0,47.78521728515625,47.5318603515625
40.0,47.687705993652344,47.43314743041992
41.0,47.580108642578125,47.32482147216797
42.0,47.49342346191406,47.23964309692383
43.0,47.39094161987305,47.14627456665039
44.0,47.28867721557617,47.03620147705078
45.0,47.223182678222656,46.97425079345703
46.0,47.09056854248047,46.83625030517578
47.0,46.99050521850586,46.73689651489258
48.0,46.91572952270508,46.6653938293457
49.0,46.801055908203125,46.55027389526367
50.0,46.717769622802734,46.46986770629883
51.0,46.62862014770508,46.38218307495117
52.0,46.554141998291016,46.30628204345703
53.0,46.471656799316406,46.223854064941406
54.0,46.35222625732422,46.105125427246094
55.0,46.282081604003906,46.03384780883789
56.0,46.16962814331055,45.91801834106445
57.0,46.0859489440918,45.838233947753906
58.0,46.00508499145508,45.758182525634766
59.0,45.92102813720703,45.67626953125
60.0,45.82720947265625,45.57878494262695
61.0,45.74698257446289,45.502593994140625
62.0,45.66853332519531,45.42420196533203
63.0,45.550025939941406,45.30506896972656
64.0,45.46490478515625,45.22163772583008
65.0,45.39115524291992,45.14751052856445
66.0,45.312782287597656,45.06897735595703
67.0,45.235511779785156,44.98749542236328
68.0,45.15604782104492,44.915184020996094
69.0,45.06203842163086,44.82038497924805
70.0,44.96803665161133,44.725364685058594
71.0,44.89463424682617,44.6509895324707
72.0,44.823509216308594,44.58063507080078
73.0,44.74822235107422,44.508155822753906
74.0,44.65031814575195,44.40928268432617
75.0,44.57874298095703,44.337738037109375
76.0,44.48964309692383,44.24643325805664
77.0,44.426551818847656,44.18902587890625
78.0,44.334747314453125,44.09592819213867
79.0,44.25837326049805,44.01963424682617
80.0,44.192649841308594,43.955013275146484
81.0,44.12246322631836,43.88423156738281
82.0,44.03403854370117,43.797271728515625
83.0,43.972740173339844,43.73723220825195
84.0,43.90966033935547,43.672576904296875
85.0,43.822574615478516,43.58730697631836
86.0,43.74269485473633,43.508636474609375
87.0,43.66350173950195,43.42893981933594
88.0,43.59172439575195,43.353981018066406
89.0,43.528160095214844,43.29513931274414
90.0,43.44318771362305,43.2111930847168
91.0,43.373497009277344,43.141632080078125
92.0,43.30510330200195,43.069175720214844
93.0,43.24213409423828,43.008663177490234
94.0,43.15761184692383,42.92667007446289
95.0,43.093414306640625,42.861446380615234
96.0,43.016483306884766,42.78642654418945
97.0,42.96235656738281,42.73151397705078
98.0,42.89362335205078,42.663673400878906
99.0,42.821651458740234,42.5926513671875
100.0,42.74422073364258,42.51797103881836
101.0,42.69674301147461,42.468223571777344
102.0,42.61814498901367,42.389102935791016
103.0,42.55218505859375,42.322608947753906
104.0,42.494224548339844,42.26740646362305
105.0,42.4222297668457,42.199058532714844
106.0,42.366050720214844,42.13703155517578
107.0,42.30567169189453,42.08148193359375
108.0,42.24301528930664,42.0190315246582
109.0,42.15549850463867,41.93061065673828
110.0,42.11592483520508,41.893394470214844
111.0,42.04352951049805,41.81781005859375
112.0,41.991188049316406,41.7696647644043
113.0,41.9245491027832,41.701805114746094
114.0,41.859622955322266,41.6353759765625
115.0,41.7965087890625,41.57419967651367
116.0,41.75016403198242,41.530311584472656
117.0,41.681121826171875,41.45958709716797
118.0,41.621681213378906,41.405128479003906
119.0,41.5568733215332,41.33576202392578
120.0,41.512481689453125,41.293418884277344
121.0,41.460731506347656,41.24309539794922
122.0,41.39186477661133,41.172969818115234
123.0,41.339744567871094,41.12371063232422
124.0,41.285160064697266,41.06843185424805
125.0,41.22390365600586,41.007057189941406
126.0,41.17792510986328,40.96417999267578
127.0,41.10288619995117,40.89051055908203
128.0,41.050880432128906,40.83715057373047
129.0,41.010169982910156,40.79503631591797
