epoch,train_loss,test_loss
2.0,58.17280960083008,57.95078659057617
3.0,57.996543884277344,57.767860412597656
4.0,57.85406494140625,57.627952575683594
5.0,57.689674377441406,57.45979690551758
6.0,57.52949142456055,57.2978630065918
7.0,57.3790168762207,57.15355682373047
8.0,57.23472213745117,57.0019416809082
9.0,57.109962463378906,56.88964080810547
10.0,56.90382766723633,56.678428649902344
11.0,56.79145431518555,56.565940856933594
12.0,56.60529327392578,56.37883377075195
13.0,56.4662971496582,56.23883819580078
14.0,56.31311798095703,56.083534240722656
15.0,56.18404006958008,55.95994186401367
16.0,56.0352668762207,55.81340789794922
17.0,55.9168586730957,55.6941032409668
18.0,55.736549377441406,55.5105094909668
19.0,55.601234436035156,55.377906799316406
20.0,55.452598571777344,55.223594665527344
21.0,55.31761932373047,55.09526824951172
22.0,55.1639518737793,54.9409294128418
23.0,55.031463623046875,54.80864715576172
24.0,54.90107345581055,54.68318557739258
25.0,54.74803924560547,54.52451705932617
26.0,54.60432052612305,54.38310623168945
27.0,54.51792526245117,54.29915237426758
28.0,54.33101272583008,54.108253479003906
29.0,54.20294952392578,53.982879638671875
30.0,54.04835891723633,53.82099533081055
31.0,53.946868896484375,53.72905731201172
32.0,53.801429748535156,53.58177947998047
33.0,53.69450759887695,53.47309112548828
34.0,53.52409744262695,53.300445556640625
35.0,53.3946418762207,53.17377853393555
36.0,53.26377487182617,53.044189453125
37.0,53.1419792175293,52.92332077026367
38.0,53.04706954956055,52.8286247253418
39.0,52.9018440246582,52.6857795715332
40.0,52.71460723876953,52.494476318359375
41.0,52.636573791503906,52.419700622558594
42.0,52.54118728637695,52.32297897338867
43.0,52.3538932800293,52.138893127441406
44.0,52.262535095214844,52.04572677612305
45.0,52.12537384033203,51.90555953979492
46.0,51.99491500854492,51.781028747558594
47.0,51.87086868286133,51.65509796142578
48.0,51.7551155090332,51.54399490356445
49.0,51.6176872253418,51.40102005004883
50.0,51.449066162109375,51.231895446777344
51.0,51.37959671020508,51.16175842285156
52.0,51.260162353515625,51.04271697998047
53.0,51.131263732910156,50.91908264160156
54.0,51.0252799987793,50.81098175048828
55.0,50.88656234741211,50.671600341796875
56.0,50.78944778442383,50.577552795410156
57.0,50.63233184814453,50.41893005371094
58.0,50.553627014160156,50.339759826660156
59.0,50.419029235839844,50.20709991455078
60.0,50.315162658691406,50.10089874267578
61.0,50.23221969604492,50.02386474609375
62.0,50.063934326171875,49.85565185546875
63.0,50.00388717651367,49.788002014160156
64.0,49.877716064453125,49.66925811767578
65.0,49.73249053955078,49.52228927612305
66.0,49.6189079284668,49.410255432128906
67.0,49.530399322509766,49.321136474609375
68.0,49.407562255859375,49.194969177246094
69.0,49.30718994140625,49.098045349121094
70.0,49.19662094116211,48.9898567199707
71.0,49.104209899902344,48.890663146972656
72.0,48.949493408203125,48.74038314819336
73.0,48.842918395996094,48.6347541809082
74.0,48.77161407470703,48.56214141845703
75.0,48.67340850830078,48.46578598022461
76.0,48.53696060180664,48.33490753173828
77.0,48.4536018371582,48.247100830078125
78.0,48.333213806152344,48.12667465209961
79.0,48.23321533203125,48.027442932128906
80.0,48.1540412902832,47.94890594482422
81.0,48.0224494934082,47.81853485107422
82.0,47.92675018310547,47.72272491455078
83.0,47.8723258972168,47.66996765136719
84.0,47.73554229736328,47.52971267700195
85.0,47.64011764526367,47.437042236328125
86.0,47.53728103637695,47.337928771972656
87.0,47.43290328979492,47.23064422607422
88.0,47.3568229675293,47.15528106689453
89.0,47.263328552246094,47.06325149536133
90.0,47.15592956542969,46.95459747314453
91.0,47.03972244262695,46.839561462402344
92.0,46.964691162109375,46.76409912109375
93.0,46.902748107910156,46.709510803222656
94.0,46.736663818359375,46.53867721557617
95.0,46.63730239868164,46.43513107299805
96.0,46.593177795410156,46.39342498779297
97.0,46.4845085144043,46.28669357299805
98.0,46.35917282104492,46.162437438964844
99.0,46.3045654296875,46.108184814453125
100.0,46.206939697265625,46.00876235961914
101.0,46.1281623840332,45.9336051940918
102.0,46.00817108154297,45.80774688720703
103.0,45.94805908203125,45.75304412841797
