epoch,train_loss,test_loss
2.0,64.18658447265625,63.91364669799805
3.0,63.976341247558594,63.70934295654297
4.0,63.807518005371094,63.543495178222656
5.0,63.587745666503906,63.3232421875
6.0,63.45347213745117,63.186676025390625
7.0,63.239891052246094,62.96783447265625
8.0,63.06804275512695,62.80260467529297
9.0,62.90460968017578,62.638397216796875
10.0,62.708892822265625,62.435028076171875
11.0,62.50548553466797,62.2339973449707
12.0,62.38005828857422,62.11774826049805
13.0,62.15996170043945,61.8895149230957
14.0,61.95201873779297,61.68134307861328
15.0,61.78803253173828,61.51580047607422
16.0,61.655052185058594,61.3951301574707
17.0,61.4726448059082,61.20836639404297
18.0,61.35009002685547,61.08348846435547
19.0,61.09926223754883,60.83434295654297
20.0,60.89899826049805,60.62965774536133
21.0,60.77644729614258,60.5065803527832
22.0,60.59596633911133,60.33295822143555
23.0,60.40673828125,60.135772705078125
24.0,60.20824432373047,59.93480682373047
25.0,60.0706787109375,59.81110382080078
26.0,59.938499450683594,59.674034118652344
27.0,59.781494140625,59.51930618286133
28.0,59.5682373046875,59.30089569091797
29.0,59.449058532714844,59.18907928466797
30.0,59.27978515625,59.00508499145508
31.0,59.10363006591797,58.84295654296875
32.0,58.91278076171875,58.64788818359375
33.0,58.76042556762695,58.498138427734375
34.0,58.55962371826172,58.29018020629883
35.0,58.44878005981445,58.18452072143555
36.0,58.34777069091797,58.08711624145508
37.0,58.143165588378906,57.883392333984375
38.0,57.942832946777344,57.677459716796875
39.0,57.8594856262207,57.601470947265625
40.0,57.68095016479492,57.42089080810547
41.0,57.521018981933594,57.26154327392578
42.0,57.36023712158203,57.10112762451172
43.0,57.16114044189453,56.896453857421875
44.0,57.079742431640625,56.8211555480957
45.0,56.94890213012695,56.695281982421875
46.0,56.779266357421875,56.52251434326172
47.0,56.61652755737305,56.357933044433594
48.0,56.432395935058594,56.17274856567383
49.0,56.32676315307617,56.071434020996094
50.0,56.11559295654297,55.85820388793945
51.0,55.98514938354492,55.729576110839844
52.0,55.850486755371094,55.593788146972656
53.0,55.70927810668945,55.44981002807617
54.0,55.5587272644043,55.3034553527832
55.0,55.44899368286133,55.194000244140625
56.0,55.253379821777344,54.99907684326172
57.0,55.16941452026367,54.91486358642578
58.0,55.06123733520508,54.80518341064453
59.0,54.86198043823242,54.61315155029297
60.0,54.716156005859375,54.4608268737793
61.0,54.592613220214844,54.343170166015625
62.0,54.4284553527832,54.17222213745117
63.0,54.29608154296875,54.0480842590332
64.0,54.151031494140625,53.90156173706055
65.0,54.036399841308594,53.7856330871582
66.0,53.92555618286133,53.6746940612793
67.0,53.747535705566406,53.49641036987305
68.0,53.649696350097656,53.403961181640625
69.0,53.5029182434082,53.25336837768555
70.0,53.342254638671875,53.09514236450195
71.0,53.26020431518555,53.01130294799805
72.0,53.15555953979492,52.91156768798828
73.0,52.945281982421875,52.701560974121094
74.0,52.8415641784668,52.59851837158203
75.0,52.73284912109375,52.48939895629883
76.0,52.55937957763672,52.31287384033203
77.0,52.4365348815918,52.19244384765625
78.0,52.322906494140625,52.077980041503906
79.0,52.2322883605957,51.98838424682617
80.0,52.063140869140625,51.80952072143555
81.0,51.92115020751953,51.6803092956543
82.0,51.806251525878906,51.556724548339844
83.0,51.677101135253906,51.42975616455078
84.0,51.583656311035156,51.346168518066406
85.0,51.48265838623047,51.2409553527832
86.0,51.35050582885742,51.1115608215332
