0,1
1.0,0.42176733160529456
1.25,0.3890910425797991
1.5,0.3691742710878514
1.75,0.3752801009212345
2.0,0.3755986665124671
2.25,0.37472143075097225
2.5,0.38013092017721656
2.75,0.39063542142518176
3.0,0.3900109529984257
3.25,0.38691000812689835
3.5,0.39406272604779957
3.75,0.4023648689836218
4.0,0.4089155724052095
4.25,0.4151752959443836
4.5,0.4188410489858661
4.75,0.42656978114661076
5.0,0.43302558901581734
5.25,0.4359811450691403
5.5,0.4380774576312825
5.75,0.43651192185181426
6.0,0.43651192185181426
